Title,Article,Category
"Nepal parliamentary elections on November 20, 2022","Kathmandu, August 4 The government of Nepal on Thursday decided that the country would hold the next parliamentary elections on November 20, 2022. A cabinet meeting held on Thursday afternoon made the decision, informs a minister. This date is two days later than the  recommendation of the Election Commission . Reportedly, Prime Minister Sher Bahadur Deuba pushed the date later to abide by the  suggestion of his personal astrologer  Suresh Chandra Rijal. The  commission  has said it will not have any significant problem in preparing for the parliamentary elections even if the date has changed.  Deuba on Wednesday discussed the date with top leaders of the ruling parties, who endorsed the proposal and forwarded it to the cabinet for a formal decision. It has been learned that Prime Minister Deuba has already consulted the main opposition CPN-UML also about the date of parliamentary elections.  On election day, all voters across the country will elect their representatives for federal and provincial parliaments, the House of Representatives and the Provincial Assembly respectively.  Nepal has 165 federal constituencies and 330 provincial ones. An additional 110 federal and 220 provincial lawmakers will also be elected under the proportional representation system.",political
CIAA: Over 50% of the Madhesh govt’s flagship cycle distribution project budget is embezzled,"Kathmandu, August 4 Nepal’s anti-corruption constitutional body, the Commission for the Investigation of Abuse of Authority ( CIAA ), has concluded that bureaucrats of the Madhesh province embezzled more than 50 per cent of the provincial government’s flagship Beti Padhau Beti Bachau project. Under the project, the government distributed 27,262 bicycles free of cost to the schoolgirls to  encourage them to continue their education . But, the commission says officials embezzled Rs 103.3 million whereas the total cost of the project was Rs 195.3 million. The government had purchased 27,262 bicycles for the project. Demanding action against the culprits and recovery of the embezzled amount, the CIAA on Thursday filed a case at the Special Court against the then province secretary Yam Prasad Bhusal, senior divisional engineer Bhagawan Jha, joint accountant Raja Ram Mandal, and other officials Ram Swartha Mahato and Jit Mohan Kumar Das. Cycle trader Renu Agrawal of Om Satya Sai Pvt Ltd has also been named the defendant.",political
China wants Nepal to oppose Taiwan’s independence as the issue gets the limelight,"Kathmandu, August 3 China has asked Nepal to oppose Taiwan’s independence as the issue has got the limelight in global politics recently with the hyped  visit of United States House Speaker Nancy Pelosi  to the China-controlled country. One day after Pelosi landed in Taiwan, the Chinese Ambassador to Nepal Hou Yanqi issued a statement expecting Nepal’s support. “China highly appreciates Nepal’s longstanding commitment to the one-China principle and resolutely opposing Taiwan’s Independence,” the statement reads, “It is also the political foundation of China-Nepal relations. We believe that the government of Nepal and its people will continue to abide by the one-China principle and understand and support China’s legitimate and justified position and work together with China to defend each other’s sovereignty, security and territorial integrity.”",political
Deuba roping in Mahantha Thakur’s LSP to join cabinet,"Kathmandu, August 2 Prime Minister Sher Bahadur Deuba is preparing to reshuffle  his cabinet  by inducting leaders from the Mahantha Thakur-led Loktantrik Samajbadi Party (LSP). As both houses of the parliament have endorsed the  Citizenship Act Amendment Bill , the party has expressed its readiness to join the government. “Yes, we have already decided to join the government although when we will join is not certain yet,” a leader close to Thakur says.  The party has asked PM Deuba to give two ministerial and one state ministerial berths for the party, and the prime minister is positive about it, according to the leader.",political
Perhaps it’s not Election Commission but PM Deuba’s astrologer that recommends the poll date,"Kathmandu, August 2 Prime Minister Sher Bahadur Deuba’s astrologer Suresh Chandra Rijal has advised the date of November 20, 2022, for the next federal and provincial elections. This date is two days later than the  recommendation of the Election Commission . People close to Deuba say the prime minister is highly likely to abide by Rijal’s recommendation than the commission’s.  An official who attended Deuba’s meeting with the election commissioners in which the commission recommended the November 18 date official says Home Secretary Tek Narayan Pandey had floated the date of November 20 for the polls during the meeting as he was aware of the advice of Deuba’s astrologer. In response, Deuba had asked the commissioners to not object if the date was changed by a couple of days. Meanwhile, Chief Election Commissioner Dinesh Chandra  Thapaliya has said  the commission has been told that the government will announce November 20 as the election date. Deuba’s confidant Prakash Sharan Mahat, the Nepali Congress spokesperson, has already stated publicly that the government will declare November 20 as the election date.",political
Lalitpur District Court’s arrest warrant against Biplav and other leaders of his party,"Kathmandu, August 1 The Lalitpur District Court has issued an arrest warrant in the name of Netra Bikram Chand ‘Biplav’, the chief of a small communist party.  The court has also told the police to arrest Biplav, and other leaders of his party, namely: Khadka Bahadur Bishwakarma, Dharmendra Bastola, Udaya Bahadur Chalaune, and Santosh Budha Magar. The law enforcers have been told to arrest them and present them before the court in the next 35 days.  The court says it is hearing arms and ammunition, murder and crimes against the state involving them.  Biplav had formed a party after breaking ties with Mohan Baidya, a veteran Maoist leader, in November 2014. Then, it resorted to violence such as extortion, abduction, explosion, and murder in the name of the protest against the state. In March 2019, hence, the government banned the party, forcing Biplav and other senior leaders to go underground. Police would arrest all the leaders and cadres whenever they were found. However, in February 2021, the party expressed its  interest in dialogues  to raise its concerns and a three-point  peace deal was signed  in March of the same year. The party has recently  split after differences  among the leaders about its participation in the recent local elections.",political
Why could Janardan Sharma’s comeback boomerang on Sher Bahadur Deuba and his coalition?,"Janardan Sharma once again assumed office  as the country’s finance minister  on Sunday. Prime Minister Sher Bahadur Deuba, after the  parliamentary committee  stated it  did not find any evidence  to prove Sharma was guilty, reappointed him to the position that  Sharma had left  after a serious controversy around a month ago. Everyone knows Sharma was under fire after  Annapurna Post reported that  he changed tax rates in the  budget plan  for the new fiscal year that would begin in mid-July 2022 under some industrialists’ pressure. Although the House committee could not find any evidence of the illegal interference, thus absolving Sharma, many believe the panel, in fact,  did not make serious efforts  to complete its assignment. This reappointment, hence, has set a bad precedence. Yes, the committee might not have found proof of Sharma’s wrongdoing. But, PM Sher Bahadur Deuba and his coalition partner, Pushpa Kamal Dahal, recommending Janardan Sharma for the position of finance minister despite there being a very good case against him not being innocent makes a mockery of good governance and accountability.  Janardan Sharma’s reappointment particularly sets bad precedence as it takes place on the eve of the announcement of federal and provincial elections and might be risky for both Deuba and Dahal in the long run. The parliamentary committee prepared its report with limited resources. The report clearly has more questions than answers as the committee has only said that it could not determine if he was innocent or guilty. It also found no proof that the allegations against Sharma were baseless. But, appointing Sharma when there are a lot of legal and administrative questions to answer is a mindboggling decision. The main opposition, the CPN-UML, being coy about this makes things even more problematic. There are accusations that the party does not want to raise this issue as it believes the ruling coalition will not bring up  the M Adhikari case  it is caught itself under in recent times. For whatever reasons, it seems the main opposition party does not want any confrontation with the ruling coalition before the elections.  Janardan Sharma, even before this, faced a lot of criticism. He was accused of not being literate about the general principles of the macroeconomic system including the economic and financial policies of the country. Many of his decisions about insurance and troubled industrial enterprises had triggered controversies from time to time.   The finance minister plays an important role in deciding where the country’s economy is heading. For that, the minister has to show strong leadership and should be confident that he can lead the country to economic growth. But listening to Sharma, during his time as finance minister, there is enough evidence that he has not been able to do so. He has been at odds with the Nepal Rastra Bank for a while as he  tried to oust NRB Governor Maha Prasad Adhikari . He had gone out of line to intervene in the functioning of the autonomous body. Minister Sharma has been accused of  backing Prithvi Bahadur Shah , a resident of Achham, who is under the scrutiny of the central bank and the Department of Money Laundering Investigation for bringing millions of US dollars into the bank account in a suspicious manner. The Supreme Court had even told Sharma what he could do and not do as the finance minister of the country. Disregarding all these, Deuba and Dahal have reinstated Janardan Sharma as the finance minister. Universally, it is believed that democratic governments listen to people’s wishes and expectations and make efforts to address them. But, the coalition government just walked the opposite path. This is not all. The ruling parties had a chance to appoint someone qualified for the post. Someone who knew the ins and outs of economics… Someone who the public would trust… Someone who could take on internal and external challenges and take the country to the next level. This was a chance to show the public that the government cared about the economy and did something to make sure that the economy, which is already fragile, would not get worse.  But, with the appointment of Janardan Sharma, they have ruined all of this as it did what it felt was right, not what was right for the country. This commentary was translated from  the original Nepali version  and edited for clarity and length.",political
Janardan Sharma is back as the finance minister (Updated),"Kathmandu, July 31 CPN-Maoist Centre leader Janardan Sharma has been appointed the finance minister.  The party chairman Pushpa Kamal Dahal had met Prime Minister Sher Bahadur Deuba this morning and recommended Sharma’s name for the vacant position. Dahal’s secretary Ramesh Malla says Sharma will be sworn in as the minister this evening.  Sharma  resigned from the same position  on July 6 after the House of Representatives  formed a special committee  to look into the charges that he let unauthorised persons enter the meeting to finalise the annual budget plan and tweak some tax charges.  Janardan Sharma was under fire after  Annapurna Post reported that  he changed tax rates in the  budget plan  for the new fiscal year that would begin in mid-July 2022 under some industrialists’ pressure. As the news reported that the industrialists’ representatives entered the ministry office on the eve of the budget announcement to tamper with the document, there was a call to investigate the CCTV footage. But, the ministry had said the footage was automatically deleted. Upon the House committee’s request, Nepal Police  recovered some clips , but the committee has concluded they were so unclear that it could not generate any evidence. The committee had quizzed Janardan Sharma over the charges, but  he pleaded innocent . Following that, the committee submitted its report saying it  could not find any evidence of irregularities , thereby giving a clean chit to him. However, there are calls for not appointing him as the minister again as people believe the  investigation was not serious as it was meant to absolve him .",political
Mayors of metropolitan cities demand a separate law to govern their governments,"Pokhara, July 31 Mayors of all six metropolitan cities in Nepal have demanded a separate law to govern their governments. Currently, the  Local Government Operation Act , 2017, regulates the functions of all local governments, but the mayors say they need a dedicated act. Mayors of  Kathmandu ,  Lalitpur ,  Pokhara ,  Bharatpur ,  Birgunj  and  Biratnagar  met in Pokhara this weekend and demanded the federal parliament take initiatives to address problems faced by the local governments. Likewise, they demanded legislative reforms in concerned existing laws also.  Meanwhile, the mayors have expressed their commitment to strengthening their cooperation with each other and their respective provincial and federal governments.  They have planned to establish a forum to connect the leading officials of metropolitan cities.",political
"Donald Lu meets PM Deuba, Foreign Affairs Minister Khadka","Kathmandu, July 29 Donald Lu , the United States assistant secretary of state for South and Central Asian affairs, has met Prime Minister Sher Bahadur Deuba and Foreign Affairs Minister Narayan Khadka. Lu met Deuba and Khadka separately at their offices in Kathmandu this afternoon. In a somewhat surprising visit to Kathmandu,  Lu arrived in Kathmandu on Thursday  without any side officially making any statement about the visit.  The US Embassy in Kathmandu, which had commented that his Kathmandu visit was a regular affair, says Donald Lu discussed a range of issues including 75 years of US-Nepal partnership and people-to-people ties. Today  @State_SCA  Asst. Sec. Don Lu met with Rt. Hon. Prime Minister & Hon. Minister of Foreign Affairs to discuss a range of issues including our 75 years of U.S.-Nepal partnership and our strong people-to-people ties.  pic.twitter.com/2qsolzVS81 July 29, 2022 Lu was  in Kathmandu in November  last year on an official visit, and he is said to be a key person behind convincing Nepal to  endorse the controversial Millennium Challenge Corporation deal . Donald Lu is visiting Nepal weeks after the government has decided not to be a part of the US government’s State Partnership Program. Hence, observers have kept an eye on his engagements here. Just this afternoon, Minister Khadka informed the parliament that Nepal wrote to the US government about the withdrawal from the  controversial project .",political
House panel: Couldn’t find evidence of Janardan Sharma’s irregularities as officials took it lightly,"Kathmandu, July 29 A special committee formed by the House of Representatives to look into charges of irregularities committed by former finance minister Janardan Sharma as officials of the ministry took the probe process lightly. The committee formed on July 6 concluded its assignment and is submitting the report to House Speaker Agni Prasad Sapkota today. It has been reported that representatives of the main opposition CPN-UML have written a note of dissent on the report accusing the committee of  not making serious efforts  to probe the irregularities so that it could save Sharma. Nonetheless, the committee has listed several recommendations to avoid possible irregularities in the future. Janardan Sharma was under fire after  Annapurna Post reported that  he changed tax rates in the budget plan for the next fiscal year under some industrialists’ pressure. As the news reported that the industrialists’ representatives entered the ministry office on the eve of the budget announcement to tamper with the document, there was a call to investigate the CCTV footage. But, the ministry had said the footage was automatically deleted. Upon the probe committee’s request, Nepal Police  recovered some clips , but the committee has concluded they were so unclear that it could not generate any evidence.  The House of Representatives  formed the committee  to look into the charges against Minister Sharma on July 6 which  began working  on July 12. Sharma had  resigned minutes after the probe team  was formed. The committee had quizzed Janardan Sharma over the charges, but  he pleaded innocent .",political
"Finally, Nepal writes to the US that it won’t join the State Partnership Program","Kathmandu, July 29 After a month of delay, Nepal has written to the United States that it will not be a part of the State Partnership Program. Foreign Affairs Minister Narayan Khadka informed the House of Representatives on Friday that the government sent the letter to Washington this Monday. Earlier, the  Ministry of Foreign Affairs  had  said the ministry was  still studying the matter in detail, and it had brought the government under fire. The government last month decided to  withdraw from the State Partnership Program  after a  draft of the agreement leaked by the media  exposed the possibility of the US troops staying in Nepal for an indefinite period, inviting criticism from stakeholders.",political
Baburam Bhattarai revives Nepal Samajbadi Party,"Kathmandu, July 29 Former prime minister Baburam Bhattarai has revived Nepal Samajbadi Party which was already registered with the  Election Commission . Recently, the leader left the Janata Samajbadi Party Nepal (JSPN) as his  differences with the party chairman Upendra Yadav escalated .  Following that, Bhattarai appealed to the Election Commission to revive the Samabeshi Loktantrik Party registered by his aide Deepak Lamichhane as Nepal Samajbadi Party. Bishwadeep Pandey, a leader close to Bhattarai, says the party has also got an eye as the election symbol. This symbol belonged to  Bhattarai-led Naya Shakti Party  once.",political
US assistant secretary Donald Lu coming to Nepal again: What’s on the agenda?,"Kathmandu, July 28 Donald Lu , the United States assistant secretary of state for South and Central Asian affairs, is coming to Nepal on Friday in a rather unexpected move for Kathmandu. Neither Nepal nor the US has said anything about the visit officially. Yet, an official at the  Ministry of Foreign Affairs  says  Lu will land at the Kathmandu airport this evening.  As there is no official statement about the visit, nothing is known about his agenda in Kathmandu officially. However, it is highly likely that he will meet Prime Minister Sher Bahadur Deuba and Foreign Affairs Minister Narayan Khadka among other officials. Lu was  in Kathmandu in November  last year on an official visit, and he is said to be a key person behind convincing Nepal to  endorse the controversial Millennium Challenge Corporation deal . Donald Lu is visiting Nepal weeks after the government here has decided not to be a part of the US government’s State Partnership Program. Hence, observers have kept an eye on his engagements here.  The government last month decided to  withdraw from the project  after a  draft of the agreement leaked by the media  exposed the possibility of the US troops staying in Nepal for an indefinite period, inviting criticism from stakeholders. However, it is  yet to officially inform the US  of the decision.",political
Indian BJP foreign affairs department chief meets Nepal PM’s wife in Delhi,"Kathmandu, July 27 Indian Bharatiya Janata Party (BJP) foreign affairs department chief Vijay Chauthaiwale on Wednesday met Nepal Prime Minister Sher Bahadur Deuba’s wife Arzu Rana Deuba in New Delhi.  Chauthaiwale says  he is happy to have met Rana Deuba, who is currently in the Indian capital for health treatment, after six months. Rana Deuba, also a central committee member of the ruling Nepali Congress party, apparently has special connections with the Indian leader. They  met in Delhi in January  also.  When the  BJP leader was in Kathmandu  in August 2021, the PM’s wife offered him a rakhi, a cultural symbol of siblinghood, on the occasion of  Janai Purnima .",political
"Nepal sends new ambassadors to Spain, Russia and Denmark","Kathmandu, July 26 Nepal on Tuesday appointed new ambassadors to Spain, Russia and Denmark. The President’s Office says President Bidya Devi Bhandari has appointed the following ambassadors: Meanwhile, the president assigned Nepali Ambassador to India Shankar Sharma to work as a non-residential ambassador to Bhutan also, according to a statement  issued by her office  today. The constitution has it that the president appoints new ambassadors  upon a recommendation from the government . The appointees have to get through the parliamentary hearing before the appointment.",political
Janardan Sharma irregularity charges: Police recover missing CCTV footage,"Kathmandu, July 26 A team of Nepal Police investigators has recovered the CCTV footage of the Ministry of Finance which the ministry had claimed automatically deleted. The team has submitted the footage to a parliamentary committee investigating charges labelled against then Finance Minister Janardan Sharma. A source at the Parliament Secretariat says police have submitted 51 clips of May 28, when some unauthorised people allegedly entered the ministry to tamper with the tax rates in the  annual budget plan  to be announced the next day. Since the clips are not clear enough to recognise the people seen in them, lawmakers are consulting experts again.  Janardan Sharma was under fire after  Annapurna Post reported that  he changed tax rates in the budget plan for the next fiscal year under some industrialists’ pressure. As the news reported that the industrialists’ representatives entered the ministry office on the eve of the budget announcement to tamper with the document, there was a call to investigate the CCTV footage. But, the ministry had said the footage was automatically deleted. Upon the protests, the House of Representatives  formed the committee  to look into the charges against Minister Sharma on July 6 which  began working  on July 12. Sharma had  resigned minutes after the probe team  was formed. The committee had quizzed Janardan Sharma over the charges, but  he pleaded innocent .",political
International human rights orgs urge Nepal to amend the transitional justice bill before endorsement,"Kathmandu, July 25 Four international human rights organisations have urged the government of Nepal to amend the transitional justice bill that is  recently registered in the parliament .  They have claimed the new bill also falls short of promised reforms to protect the rights of victims and survivors. Amnesty International, Human Rights Watch, the International Commission of Jurists, and TRIAL International in a  joint statement  on Monday say, “Nepal’s government and parliament should amend the bill to align with international legal standards.” Although the new transitional justice bill removes some of the previous amnesty provisions, it would still be difficult or impossible to prosecute those responsible for serious violations of international law including war crimes and crimes against humanity, the groups say.   “Several other provisions of the new bill, including those introducing limitations on the right to appeal, would also prevent accountability as required by international legal standards.” In particular, the rights bodies have pointed out these two provisions as objectionable:",political
Province 1 unlikely to get its name before the next Provincial Assembly elections,"Biratnagar, July 24 Province 1, the only province yet to be named, is unlikely to get its name before the next Provincial Assembly elections. The  2015 constitution , introducing federalism, divided the country into seven provinces without naming them. Provincial legislative units formed after the first provincial assembly elections, conducted in 2017, were assigned to name the provinces. Accordingly, all six provinces have already been named, but Province 1 has failed.  It is unlikely that the province will be named in the term of the current provincial assembly as the  elections are just a few months away  and the parties are still divided. Chief Minister Rajendra Kumar Rai has already said the assembly should now hand over the responsibility to the newly elected officials as they fail to find consent. In particular, the CPN-UML has been insisting that the province be named Koshi whereas other parties are for other names that reflect the ethnic identities of the people there. A proposal needs to be endorsed by two-thirds of the lawmakers and no party has that strength.",political
House passes amendment to Nepal’s citizenship law. Here are 3 major changes the bill will make,"The House of Representatives on Friday endorsed an amendment to Nepal’s citizenship law by majority votes. The bill will now move to the National Assembly before the president enacts this to become a part of the citizenship law.  Over recent years, Nepal’s parliament and other stakeholders have talked a lot about the country’s citizenship law. The bill to amend the  Nepal Citizenship Act, 2006 , had been pending in parliament since August 2018.  The bill was discussed time and again, yet the State Affairs and Good Governance Committee of the House of Representatives was not able to build a consensus on the bill. Despite the discussions, even major political parties have been at odds over the provision to grant citizenship to foreign women married to Nepali men. Citing this, the government, as recently as July 5,  withdrew the bill  to amend the citizenship law. This brought a lot of criticism, but the government was so determined that it made the House pass the bill through a fast track method at the House of Representatives.  In doing so, it has addressed three major issues concerning the citizenship law. They are explained here.  Before the constitution was drafted in 2015, the government would also issue citizenship by birth along with citizenship by descent and naturalised citizenship. This meant any child born within a country’s borders or territory was automatically granted citizenship in the country if the person did not have other citizenship. But, the government did not include that provision in the  constitution,  which means the children of those who got their citizenship by birth have not been able to get their citizenship. Addressing this, the proposed amendment to the citizenship law aims to give citizenship by descent to those born to parents with citizenship born to citizens by birth. This proposal seems to have been accepted by all major political parties. The constitution states that the government can hand out citizenship to anyone with their mother’s name. But, since the government has not made corresponding changes to the citizenship law, this constitutional provision  has not been implemented yet . The proposed amended has addressed this too. Once the law is in effect, those who have not been able to get their citizenship through their mother will also be given citizenship by descent if he/she is living in Nepal. This even goes for people who do not know who their fathers are. For this, the mother has to self-declare that the father does not exist. But, if the declaration is false, the government will take action against as per law. Non-resident Nepalis around the world had been repeatedly telling the government that they believe in the ‘once a Nepali, always a Nepali’ slogan. Listening to them, the government has tried to address this in the amendment. Accordingly, a different type of citizenship would be given to them. The citizenship will give them economic, social and cultural rights. But, these people would not have any political rights, meaning these people cannot vote, contest an election and get appointed in public posts.",political
Nepal congratulates Draupadi Murmu with hopes of new heights in Nepal-India relations,"Kathmandu, July 22 Nepal has congratulated new Indian President Draupadi Murmu, expressing its confidence in taking Nepal-India relations to new heights during her term. President Bidya Devi Bhandari and Prime Minister Sher Bahadur Deuba resorted to Twitter to congratulate the president-elect with similar messages.  मित्रराष्ट्र गणतन्त्र भारतका पन्ध्रौँ राष्ट्रपति निर्वाचित हुनुभएकोमा महामहिम द्रौपदी मुर्मूज्यूलाई म हार्दिक बधाई तथा शुभकामना ज्ञापन गर्न चाहन्छु । यहाँको कार्यकालमा हाम्रा दुई देश बिचको सहकार्यले नयाँ उचाई प्राप्त गर्नेमा म पूर्ण विश्‍वास व्यक्त गर्दछु । July 21, 2022 On behalf of the govt & people of  #Nepal , I would like to extend warmest congratulations to Smt Droupadi Murmu on being elected as the 15th President of India. I am confident that the excellent bilateral relations between  #Nepal  &  #India  will see newer heights in the days ahead. July 21, 2022 India on Thursday officially elected the Bharatiya Janata Party candidate  Draupadi Murmu as the 15th president  of the country, the second woman and the first ethnic minority group member to get the top position.  : This news has been corrected and updated to include congratulatory messages of both President Bhandari and PM Deuba and remove a reference to an apparently fake account with the name of Murmu.",political
Panel probing Janardan Sharma gets a 7-day term extension,"Kathmandu, July 21 The House of Representatives has extended the term of its special committee formed to investigate the charges labelled against former finance minister Janardan Sharma. The House of Representatives  formed the committee  on July 6 that  began working  on July 12. As it was given 10 working days, its term was expiring tomorrow. Hence, Speaker Agni Prasad Sapkota proposed the extension during the House meeting today, which the House unanimously endorsed. The committee had quizzed Sharma over the charges just this morning when  he pleaded innocent . Janardan Sharma  resigned from his position on the day  the committee was formed. He was under fire after  Annapurna Post reported that  he changed tax rates in the budget plan for the next fiscal year under some industrialists’ pressure. As the news reported that the industrialists’ representatives entered the ministry office on the eve of the budget announcement to tamper with the document, there was a call to investigate the CCTV footage. But, the ministry has already said the footage was automatically deleted.",political
Janardan Sharma pleads innocent to involving unauthorised persons in the budget plan,"Kathmandu, July 21 Former finance minister Janardan Sharma says he has not involved any unauthorised persons in the budget plan.  Sharma on Thursday morning showed up at a meeting of the parliamentary committee formed to investigate the charges labelled against him and said he had done nothing wrong. Sharma said he completely followed established norms and values, systems and procedures in the budget planning.  The House of Representatives  formed the committee  on July 6. Janardan Sharma  resigned from his position on the same day . He was under fire after  Annapurna Post reported that  he changed tax rates in the budget plan for the next fiscal year under some industrialists’ pressure. As the news reported that the industrialists’ representatives entered the ministry office on the eve of the budget announcement to tamper with the document, there was a call to investigate the CCTV footage. But, the ministry has already said the footage was automatically deleted.",political
Nepal hasn’t informed the US of its decision to withdraw from the State Partnership Program yet,"Kathmandu, July 20 The  Ministry of Foreign Affairs  once again says the government of Nepal is yet to inform the United States government that it has decided to withdraw from the controversial State Partnership Program (SPP). In a press meeting in Kathmandu on Wednesday, the ministry’s spokesperson Sewa Lamsal said the ministry was still studying the matter in detail. On July 3 also , Lamsal made a similar comment, drawing a lot of criticism.  But, today also, Lamsal said the ministry was yet to inform the US about the decision as Nepal Army, which had requested the programme, was saying the programme was aimed at supporting the army in disaster response.  “We are concerned that the aid we are receiving should not stop. We are studying and discussing the matter accordingly.” Previously, the  Nepal Army had written to the US Embassy  in Kathmandu requesting the State Partnership Program (SSP). The government last month decided to  withdraw from the project  after a  draft of the agreement leaked by the media  exposed the possibility of the US troops staying in Nepal for an indefinite period, inviting criticism from stakeholders.",political
2 ministers share a stage with rape-accused Siddhababa,"Biratnagar, July 19 Two ministers of the federal government have been found sharing a stage with rape-accused religious leader Krishna Giri aka Siddhababa.  Communications and Information Technology Minister Gyanendra Bahadur Karki and Labour and Employment Minister Sher Bahadur Kunwar attended the opening of a weeklong religious event in Kathmandu. Minister Karki even addressed the event praising Siddhababa. “You have selected Chatara of Sunsari for your ashram and it is a matter of luck for all the people in the region.” Meanwhile, an advocate comments such an act might influence the verdict. “High officials sharing a stage with crime suspects is a serious issue.” In December 2020, the Sunsari District Court  acquitted him  of the rape charge. However, expressing dissatisfaction with the verdict, the government attorneys filed an appeal for the review. Following the review, the Biratnagar High Court has  voided the District Court’s decision  to acquit him. It means the case is put on trial at the District Court again.",political
Rabindra Mishra advances Nation above Notion idea to demand constitutional monarchy and Hindu-Buddhist state,"Kathmandu, July 19 Journalist-turned-politician Rabindra Mishra has advanced his controversial  Nation above Notion  idea to demand the reinstatement of a constitutional monarchy in the country.  Further, he has demanded Nepal be declared a Hindu-Buddhist state by abolishing secularism. In a press statement,  Mishra says  he is publishing a book explaining his propositions.  In July last year, Mishra had  proposed abolishing federalism  and holding a referendum on secularism to change the course of the country’s politics, giving it the title Nation above Notion. The proposition led to a virtual split in his Bibeksheel Sajha party as the  majority endorsed it  and  removed leaders opposing this . Although this “regressive” idea is  blamed for the party’s poor performance  in the recent local elections, Rabindra Mishra has gone one step further to demand the reinstatement of the monarchy. Mishra argues republicanism, federalism and secularism are not wrong in principle, but they did not match the country’s geopolitical reality.",political
"After losing the fight for the top post, AIGP Bishwa Raj Pokharel resigns","Kathmandu, July 18 Additional Inspector General of Police (AIGP) Bishwa Raj Pokharel has resigned after failing to win a legal battle for the top police position. A source at  Nepal Police  tells Onlinekhabar that he handed in his resignation in person to the Human Resource Department on Monday. Pokhrel had filed a writ petition at the Supreme Court against the government’s decision to appoint  Dhiraj Pratap Singh as the new inspector general  of Nepal Police. The apex court, on Friday,  upheld the cabinet decision  to appoint Dhiraj Pratap Singh as the chief of Nepal Police. Following that decision, Pokharel decided to resign from his post. His resignation will have to be accepted by the council of ministers. Pokharel was unhappy that the government had appointed Singh to the position of IGP.  The decision had turned controversial as a violation of the seniority order in the national police organisation.  Bishwa Raj Pokharel was in the first rank  and Dhiraj Pratap Singh in the third.",political
Pushpa Kamal Dahal didn’t get a chance to meet Narendra Modi in Delhi,"Kathmandu, July 17 CPN-Maoist Centre Chairman Pushpa Kamal Dahal, who is currently in New Delhi, did not get a chance to meet Indian Prime Minister Narendra Modi.  Dahal is in the Indian capital  since Friday upon an invitation from India’s ruling Bharatiya Janata Party (BJP). Before leaving for New Delhi, Dahal had told journalists that he would meet Modi also.  It was reported that Dahal and Modi would have a breakfast meeting this morning. Then, it was said the meeting was postponed to the afternoon. But now, a source at his secretariat says, “His  meeting with the person  who extended the invitation (BJP chief JP Nadda) was his last official engagement here.” “Nonetheless, the visit has been productive.” Pushpa Kamal Dahal is returning home tonight.",political
